traceID,compose-post-service,home-timeline-service,media-service,nginx-web-server,post-storage-service,social-graph-service,text-service,unique-id-service,url-shorten-service,user-mention-service,user-service,user-timeline-service
00041591090e42e3,3628.0,4319.0,20.0,2952.0,1195.0,44403.0,949.0,31.0,3183.0,2145.0,14.0,1256.0
000e92dbbe63ae18,2915.0,2558.0,23.0,3613.0,1368.0,600.0,527.0,50.0,3425.0,1120.0,26.0,1987.0
000ece3390b03ec5,9648.0,2162.0,30.0,10881.0,2618.0,3550.0,32.0,51.0,3218.0,5394.0,23.0,4075.0
0013aadd42350b87,3169.0,1665.0,30.0,3024.0,1014.0,270.0,1147.0,25.0,3206.0,1019.0,59.0,3587.0
00183695e2ec674c,3292.0,2943.0,8.0,4598.0,404.0,1350.0,-233.0,10.0,728.0,619.0,6.0,2287.0
00187f83cc2dfd47,1110.0,725.0,11.0,708.0,1458.0,201.0,2680.0,22.0,3245.0,446.0,36.0,1329.0
001b55164391683f,3561.0,4027.0,15.0,7329.0,985.0,422.0,1655.0,22.0,2505.0,624.0,13.0,5974.0
001f781e10affb15,5537.0,1334.0,187.0,13100.0,3717.0,750.0,3062.0,43.0,2943.0,2007.0,24.0,7624.0
00256ff15011e544,3286.0,1872.0,6.0,1051.0,1333.0,294.0,-170.0,13.0,968.0,851.0,6.0,2035.0
0027adffd694eff0,4595.0,1126.0,13.0,2512.0,820.0,239.0,509.0,25.0,1606.0,577.0,16.0,3681.0
002acd80fb4f928a,2080.0,2105.0,9.0,501.0,450.0,323.0,-1166.0,17.0,4346.0,1870.0,10.0,992.0
002ca1ce34ec76fd,5601.0,920.0,10.0,1540.0,472.0,185.0,-783.0,22.0,1693.0,1392.0,11.0,6841.0
0039fb051ae54abc,9511.0,2094.0,30.0,6597.0,1803.0,451.0,748.0,51.0,2824.0,4238.0,34.0,6494.0
0053a471b1811541,3303.0,522.0,10.0,7444.0,531.0,220.0,360.0,18.0,822.0,376.0,16.0,3064.0
00577f66c90af4e1,8657.0,3912.0,20.0,2363.0,2985.0,570.0,1506.0,41.0,2027.0,2058.0,23.0,3563.0
007bf0054b5ef253,2018.0,1410.0,11.0,1324.0,359.0,3704.0,431.0,14.0,1379.0,1236.0,5.0,755.0
007c6ed8c976f51f,23769.0,1222.0,8.0,1664.0,522.0,1026.0,344.0,19.0,1806.0,341.0,11.0,1079.0
008232cd73fd7208,2187.0,3891.0,8.0,2736.0,352.0,243.0,1106.0,13.0,703.0,423.0,10.0,609.0
008625657d2bee4f,3796.0,666.0,24.0,2132.0,969.0,548.0,147.0,22.0,982.0,635.0,11.0,2525.0
008dac694ee00ec4,2043.0,1348.0,9.0,1611.0,3958.0,915.0,147.0,24.0,745.0,318.0,13.0,1977.0
00916658def91c24,2478.0,1077.0,14.0,1390.0,997.0,250.0,839.0,19.0,1530.0,368.0,11.0,2693.0
009a68d0d826b517,1789.0,2842.0,11.0,2444.0,424.0,905.0,-519.0,11.0,1268.0,1013.0,6.0,1277.0
009d843416cda5f3,2725.0,1698.0,10.0,1414.0,2952.0,307.0,-105.0,19.0,908.0,1151.0,11.0,1914.0
009fa2bbdc49ac87,9322.0,1327.0,5.0,6085.0,877.0,677.0,126.0,23.0,764.0,395.0,6.0,2454.0
00aeaca9b1255610,8154.0,2851.0,29.0,17533.0,1779.0,809.0,710.0,44.0,3141.0,2738.0,25.0,7995.0
00b20cf23c980429,1057.0,1149.0,7.0,10859.0,420.0,257.0,-440.0,11.0,963.0,902.0,9.0,918.0
00b3490fd6c63845,2959.0,2969.0,10.0,1826.0,997.0,1205.0,-249.0,17.0,784.0,1163.0,11.0,1380.0
