traceID,compose-post-service,home-timeline-service,media-service,nginx-web-server,post-storage-service,social-graph-service,text-service,unique-id-service,url-shorten-service,user-mention-service,user-service,user-timeline-service
0008c68437a6e14e,1916.0,340.0,5.0,35919.0,496.0,183.0,-103.0,14.0,496.0,504.0,5.0,627.0
000d00d82ed54b73,,3192.0,27.0,26956.0,3119.0,1628.0,70.0,48.0,4415.0,1746.0,28.0,3910.0
002459efbb2fc0a5,7328.0,5359.0,,31902.0,1221.0,,7425.0,,,2026.0,21.0,1896.0
002b7079cbde56ad,3488.0,2126.0,11.0,4815.0,528.0,485.0,-484.0,25.0,1620.0,2066.0,21.0,3421.0
002ea810d4d3a106,1535.0,331.0,8.0,2702.0,430.0,771.0,1338.0,21.0,874.0,825.0,10.0,28665.0
00367c84d6f7d5e6,,1018.0,12.0,46102.0,716.0,273.0,44.0,23.0,683.0,1218.0,14.0,
00402fa97ee5a815,5331.0,1581.0,12.0,4515.0,944.0,1038.0,260.0,31.0,1416.0,353.0,12.0,985.0
004305b03e3e198c,12620.0,2293.0,8.0,2357.0,1055.0,1552.0,511.0,23.0,771.0,3646.0,11.0,4297.0
00452f3e1c6d10b6,42661.0,5143.0,11.0,3625.0,1802.0,2302.0,-385.0,22.0,4100.0,1120.0,11.0,2104.0
00489fea85c0a9ce,6135.0,2490.0,9.0,1245.0,1782.0,230.0,178.0,14.0,848.0,552.0,15.0,5428.0
0048f8adc7a80450,40483.0,2552.0,11.0,618.0,488.0,239.0,246.0,14.0,639.0,268.0,6.0,1038.0
00584da335e530c5,12366.0,3231.0,19.0,4113.0,2159.0,3694.0,7050.0,43.0,6447.0,4456.0,24.0,4016.0
005b42796072e6d9,4352.0,1500.0,11.0,2626.0,1279.0,104.0,289.0,23.0,598.0,1021.0,12.0,1951.0
006b8da71110ca36,3116.0,1962.0,,1288.0,820.0,,674.0,,,1759.0,12.0,1042.0
0075a174a50a853f,6178.0,1914.0,12.0,2124.0,740.0,241.0,2175.0,23.0,2853.0,656.0,12.0,2369.0
0092877afdbaa9cb,2068.0,438.0,6.0,7040.0,737.0,252.0,2515.0,18.0,1811.0,361.0,9.0,1556.0
0099d9e420703e10,1863.0,1453.0,11.0,1240.0,611.0,175.0,2081.0,21.0,2618.0,353.0,12.0,1658.0
00a16b59f1aa62f3,2523.0,2524.0,11.0,3168.0,475.0,208.0,228.0,20.0,1866.0,530.0,20.0,1234.0
00a1e76411fc7b06,3740.0,29999.0,10.0,2591.0,1098.0,203.0,-728.0,16.0,4581.0,2042.0,9.0,1802.0
00a913b85043c493,318.0,2719.0,,18959.0,933.0,,,,,,,5223.0
00b022cd69e764f8,9303.0,1618.0,10.0,36434.0,641.0,3984.0,-953.0,26.0,2015.0,2172.0,9.0,4264.0
